id,name,price,link,mileage
173,"Citroen C4 1,4",7.200 6.600 € + registracija,/auto-oglasi/19192587/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,121.000 km
174,Citroen C4 1.6HDi90 Collection (može zamena),3.000 €,/auto-oglasi/17821614/citroen-c4-16hdi90-collection?attp=p0_pv0_pc0_pl1_plv0,202.473 km
175,Citroen C4 1.6hdi,2.099 €,/auto-oglasi/19015251/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,185.652 km
176,Citroen C4 hdi,2.900 €,/auto-oglasi/19710776/citroen-c4-hdi?attp=p0_pv0_pc0_pl1_plv0,292.200 km
177,Citroen C4 2.0 HDI EXCLUSIVE (može zamena),6.000 €,/auto-oglasi/19710020/citroen-c4-20-hdi-exclusive?attp=p0_pv0_pc0_pl1_plv0,240.000 km
178,Citroen C4 1.6 HDI (može zamena),3.899 €,/auto-oglasi/18742375/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,223.000 km
179,Citroen C4  (može zamena),2.400 €,/auto-oglasi/19517322/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,265.200 km
180,Citroen C4 1.6,2.500 €,/auto-oglasi/19633225/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,199.999 km
181,Citroen C4,4.900 €,/auto-oglasi/19558052/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,200.000 km
182,Citroen C4,2.650 €,/auto-oglasi/19560041/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,126.000 km
183,Citroen C4,7.200 €,/auto-oglasi/19707842/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,183.000 km
184,Citroen C4 1.6 HDI,3.200 €,/auto-oglasi/18522935/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,176.000 km
185,Citroen C4 1.6 HDI restajling,3.600 €,/auto-oglasi/19707058/citroen-c4-16-hdi-restajling?attp=p0_pv0_pc0_pl1_plv0,180.000 km
186,Citroen C4 1.2 PureTech NooVo,6.500 € + registracija,/auto-oglasi/17145736/citroen-c4-12-puretech-noovo?attp=p0_pv0_pc0_pl1_plv0,139.554 km
187,Citroen C4,3.800 €,/auto-oglasi/19548533/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,210.000 km
188,Citroen C4 1.6,2.650 €,/auto-oglasi/19261368/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,215.000 km
189,Citroen C4 1.6HDI 120 AUT. 2018,9.600 € + registracija,/auto-oglasi/19350445/citroen-c4-16hdi-120-aut-2018?attp=p0_pv0_pc0_pl1_plv0,205.000 km
190,Citroen C4 2.0 HDI EXCLUSIVE,3.190 €,/auto-oglasi/19252161/citroen-c4-20-hdi-exclusive?attp=p0_pv0_pc0_pl1_plv0,178.000 km
191,Citroen C4 1.6,2.700 € + registracija,/auto-oglasi/19254616/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,117.000 km
192,Citroen C4 2.0,2.200 €,/auto-oglasi/19705644/citroen-c4-20?attp=p0_pv0_pc0_pl1_plv0,189.000 km
193,Citroen C4 1.6 hdi,2.900 €,/auto-oglasi/18731583/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,198.000 km
194,Citroen C4 1.6 BlueHdi/Nav (može zamena),11.490 € + registracija,/auto-oglasi/19704012/citroen-c4-16-bluehdinav?attp=p0_pv0_pc0_pl1_plv0,132.376 km
195,Citroen C4 1.6 BLU ALU NAV LED,9.750 €,/auto-oglasi/19628581/citroen-c4-16-blu-alu-nav-led?attp=p0_pv0_pc0_pl1_plv0,146.333 km
196,Citroen C4 1.6 BLU ALU NAV LED,9.950 €,/auto-oglasi/19628678/citroen-c4-16-blu-alu-nav-led?attp=p0_pv0_pc0_pl1_plv0,169.319 km
197,Citroen C4,6.650 €,/auto-oglasi/18841917/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,195.000 km
198,Citroen C4,2.900 €,/auto-oglasi/19703523/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,180.000 km
199,Citroen C4 VTR,3.190 2.950 €,/auto-oglasi/18550265/citroen-c4-vtr?attp=p0_pv0_pc0_pl1_plv0,182.000 km
200,Citroen C4 1.6,3.100 €,/auto-oglasi/19703414/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,230.000 km
201,Citroen C4 1.6BlueHDI Millenium,9.650 € + registracija,/auto-oglasi/19703319/citroen-c4-16bluehdi-millenium?attp=p0_pv0_pc0_pl1_plv0,124.890 km
202,Citroen C4 1.6HDI..T0P...N1 (može zamena),6.900 € + registracija,/auto-oglasi/19703150/citroen-c4-16hdit0pn1?attp=p0_pv0_pc0_pl1_plv0,161.521 km
203,Citroen C4 1.4i CH,2.950 € + registracija,/auto-oglasi/19622486/citroen-c4-14i-ch?attp=p2_pv0_pc1_pl1_plv0,220.000 km
204,Citroen C4 1.6 16v  NOVO NOVO,2.699 €,/auto-oglasi/19553884/citroen-c4-16-16v-novo-novo?attp=p2_pv0_pc1_pl1_plv0,198.000 km
205,Citroen C4 VTS,2.899 €,/auto-oglasi/19054796/citroen-c4-vts?attp=p0_pv0_pc0_pl1_plv0,182.000 km
206,Citroen C4 1.6 HDI,9.500 €,/auto-oglasi/19003517/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,125.480 km
207,Citroen C4,2.390 €,/auto-oglasi/19450619/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,123.000 km
208,Citroen C4 1.6 HDI (može zamena),2.750 €,/auto-oglasi/19701875/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,292.625 km
209,Citroen C4 1.6hdi,2.850 €,/auto-oglasi/18903041/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,315.000 km
210,Citroen C4 1.6D 144000K.M N.O.V,4.099 €,/auto-oglasi/19701014/citroen-c4-16d-144000km-nov?attp=p0_pv0_pc0_pl1_plv0,142.000 km
211,Citroen C4  (može zamena),2.950 €,/auto-oglasi/19700572/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,330.000 km
212,Citroen C4 1.6 BLU NAV LED ALU,9.950 €,/auto-oglasi/19625257/citroen-c4-16-blu-nav-led-alu?attp=p0_pv0_pc0_pl1_plv0,145.461 km
213,Citroen C4 EXCLUSIVE REZERVISAN,2.850 €,/auto-oglasi/19699848/citroen-c4-exclusive-rezervisan?attp=p0_pv0_pc0_pl1_plv0,28.600 km
214,Citroen C4 1.6 Hdi/Millenium (može zamena),12.390 € + registracija,/auto-oglasi/19699564/citroen-c4-16-hdimillenium?attp=p0_pv0_pc0_pl1_plv0,158.953 km
215,Citroen C4,2.150 €,/auto-oglasi/19699501/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,328.000 km
216,Citroen C4 1.6 BLU ALU NAV LED,9.150 €,/auto-oglasi/19699347/citroen-c4-16-blu-alu-nav-led?attp=p0_pv0_pc0_pl1_plv0,173.671 km
217,Citroen C4,3.500 €,/auto-oglasi/19360455/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,206.000 km
218,Citroen C4 1.6 (može zamena),3.500 €,/auto-oglasi/19695556/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,300.000 km
219,Citroen C4 1.2i CH,6.700 €,/auto-oglasi/19162316/citroen-c4-12i-ch?attp=p2_pv0_pc1_pl1_plv0,84.000 km
220,Citroen C4 1.6 BLUEHDI,8.550 € + registracija,/auto-oglasi/19197607/citroen-c4-16-bluehdi?attp=p0_pv0_pc0_pl1_plv0,161.000 km
221,Citroen C4 1.6 BLUEHDI,6.950 € + registracija,/auto-oglasi/19619719/citroen-c4-16-bluehdi?attp=p0_pv0_pc0_pl1_plv0,188.000 km
222,Citroen C4,3.350 €,/auto-oglasi/19538932/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,179.260 km
223,Citroen C4 1.6 SVAJCARSKA,3.499 €,/auto-oglasi/19539232/citroen-c4-16-svajcarska?attp=p0_pv0_pc0_pl1_plv0,177.400 km
224,Citroen C4 1.6 e-hdi nav,6.650 €,/auto-oglasi/18823885/citroen-c4-16-e-hdi-nav?attp=p0_pv0_pc0_pl1_plv0,163.000 km
225,Citroen C4 1.6 HDI 90 SX,3.500 € + registracija,/auto-oglasi/19697170/citroen-c4-16-hdi-90-sx?attp=p0_pv0_pc0_pl1_plv0,191.000 km
226,Citroen C4 1.6 HDI,2.490 € + registracija,/auto-oglasi/19620703/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,246.027 km
227,Citroen C4 1.6 hdi,7.900 €,/auto-oglasi/19694984/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,203.000 km
228,Citroen C4 1.4,2.550 €,/auto-oglasi/19694546/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,193.000 km
229,Citroen C4 ehdi n.a.v.i (može zamena),6.699 €,/auto-oglasi/19694386/citroen-c4-ehdi-navi?attp=p0_pv0_pc0_pl1_plv0,231.900 km
230,"Citroen C4 1,6 hdi (može zamena)",3.000 €,/auto-oglasi/19694203/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,256.000 km
231,Citroen C4 1.6 HDI,6.100 €,/auto-oglasi/19546468/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,209.728 km
232,Citroen C4 1.6 BLU ALU NAV LED,11.250 €,/auto-oglasi/19693738/citroen-c4-16-blu-alu-nav-led?attp=p0_pv0_pc0_pl1_plv0,111.055 km
233,Citroen C4 ehdi,7.000 €,/auto-oglasi/19693486/citroen-c4-ehdi?attp=p0_pv0_pc0_pl1_plv0,201.000 km
234,Citroen C4 1.6 BLUEHDI BUSINESS,12.690 € + registracija,/auto-oglasi/19156089/citroen-c4-16-bluehdi-business?attp=p0_pv0_pc0_pl1_plv0,137.408 km
235,Citroen C4 1.6HDI EXCLUSIVE,2.950 €,/auto-oglasi/19692905/citroen-c4-16hdi-exclusive?attp=p0_pv0_pc0_pl1_plv0,217.525 km
236,Citroen C4 1.6 (može zamena),3.000 €,/auto-oglasi/19691707/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,252.000 km
237,Citroen C4 1.6 HDI/N A V I/,6.950 €,/auto-oglasi/19615091/citroen-c4-16-hdin-a-v-i?attp=p0_pv0_pc0_pl1_plv0,167.249 km
238,Citroen C4 1.6 hdi Aut (može zamena),9.200 €,/auto-oglasi/19615979/citroen-c4-16-hdi-aut?attp=p0_pv0_pc0_pl1_plv0,153.500 km
239,Citroen C4 1.6D a.u.t.o.m. najj,7.199 €,/auto-oglasi/19614081/citroen-c4-16d-autom-najj?attp=p0_pv0_pc0_pl1_plv0,175.000 km
240,Citroen C4 1.6hdi,2.500 2.000 €,/auto-oglasi/19135175/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,191.322 km
241,Citroen C4 1.6 HDI,2.200 €,/auto-oglasi/19691622/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,243.000 km
242,Citroen C4 ehdi (može zamena),7.950 €,/auto-oglasi/19691227/citroen-c4-ehdi?attp=p0_pv0_pc0_pl1_plv0,217.500 km
243,Citroen C4,2.900 €,/auto-oglasi/19690769/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,231.775 km
244,Citroen C4 1.6HDI EXCLUSIVE (može zamena),2.650 €,/auto-oglasi/19690087/citroen-c4-16hdi-exclusive?attp=p0_pv0_pc0_pl1_plv0,237.901 km
245,Citroen C4  (može zamena),3.000 €,/auto-oglasi/19615710/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,250.000 km
246,Citroen C4  (može zamena),2.750 €,/auto-oglasi/19689555/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,265.000 km
247,Citroen C4 1.6 (može zamena),2.800 €,/auto-oglasi/19106315/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,250.000 km
248,Citroen C4 1.4,5.900 € + registracija,/auto-oglasi/19200067/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,79.000 km
249,Citroen C4,2.750 €,/auto-oglasi/19538345/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,272.000 km
250,Citroen C4 1.6 e hdi  A U T O M (može zamena),6.500 € + registracija,/auto-oglasi/19687993/citroen-c4-16-e-hdi-a-u-t-o-m?attp=p0_pv0_pc0_pl1_plv0,167.000 km
251,Citroen C4  (može zamena),3.300 €,/auto-oglasi/19535133/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,189.000 km
252,Citroen C4 1.4,2.900 €,/auto-oglasi/19684551/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,209.455 km
253,Citroen C4 1.2 PureTech (može zamena),7.500 €,/auto-oglasi/19132778/citroen-c4-12-puretech?attp=p0_pv0_pc0_pl1_plv0,180.000 km
254,Citroen C4 1.4,3.190 €,/auto-oglasi/19526634/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,172.000 km
255,Citroen C4 1.6 16v (može zamena),4.800 €,/auto-oglasi/19685008/citroen-c4-16-16v?attp=p0_pv0_pc0_pl1_plv0,185.000 km
256,Citroen C4 1.6HDI MILLENIUM (može zamena),7.800 €,/auto-oglasi/19683313/citroen-c4-16hdi-millenium?attp=p0_pv0_pc0_pl1_plv0,221.000 km
257,Citroen C4 1.6 BLU ALU NAV LED,9.450 €,/auto-oglasi/19602655/citroen-c4-16-blu-alu-nav-led?attp=p0_pv0_pc0_pl1_plv0,163.509 km
258,Citroen C4 1.6 HDI,2.850 €,/auto-oglasi/19345647/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,301.000 km
259,Citroen C4 1.6HDI,5.990 € + registracija,/auto-oglasi/19682500/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,236.162 km
260,Citroen C4 1.6 HDI,2.600 € + registracija,/auto-oglasi/19663948/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,190.777 km
261,Citroen C4 AUTO MATIK,9.999 € + registracija,/auto-oglasi/19607823/citroen-c4-auto-matik?attp=p0_pv0_pc0_pl1_plv0,177.000 km
262,Citroen C4 1.6HDI (može zamena),6.500 € + registracija,/auto-oglasi/19603922/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,206.757 km
263,Citroen C4 1.6 hdi,5.500 €,/auto-oglasi/19427628/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,211.000 km
264,Citroen C4 1.6HDI,3.350 €,/auto-oglasi/19522438/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,182.000 km
265,Citroen C4 1.6HDI,7.550 € + registracija,/auto-oglasi/19223794/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,162.000 km
266,Citroen C4 1.6HDI (može zamena),2.550 €,/auto-oglasi/19298324/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,231.145 km
267,Citroen C4 CX C4 1.4I PREMIUM,2.950 €,/auto-oglasi/19338501/citroen-c4-cx-c4-14i-premium?attp=p0_pv0_pc0_pl1_plv0,151.064 km
268,"Citroen C4 1,6 eHDI",7.900 €,/auto-oglasi/19677960/citroen-c4-16-ehdi?attp=p0_pv0_pc0_pl1_plv0,196.096 km
269,Citroen C4 1.6 HDI,2.300 €,/auto-oglasi/19134525/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,332.790 km
270,Citroen C4  (može zamena),2.650 €,/auto-oglasi/19678785/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,174.000 km
271,Citroen C4,6.153 €,/auto-oglasi/19678171/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,187.000 km
272,Citroen C4 2.0HDi EXCLUSIVE,7.950 €,/auto-oglasi/19677740/citroen-c4-20hdi-exclusive?attp=p0_pv0_pc0_pl1_plv0,188.000 km
273,Citroen C4 1.6 HDi,5.700 €,/auto-oglasi/19549887/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,203.000 km
274,Citroen C4,2.400 €,/auto-oglasi/19676831/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,258.000 km
275,Citroen C4 1.6 BLU ALU NAV LED,9.150 €,/auto-oglasi/19522088/citroen-c4-16-blu-alu-nav-led?attp=p0_pv0_pc0_pl1_plv0,124.804 km
276,Citroen C4 C.I.T.A.J O.P.I.S,5.190 €,/auto-oglasi/19354373/citroen-c4-citaj-opis?attp=p0_pv0_pc0_pl1_plv0,174.500 km
277,Citroen C4 1.6 B...T0P (može zamena),3.200 € + registracija,/auto-oglasi/19411995/citroen-c4-16-bt0p?attp=p0_pv0_pc0_pl1_plv0,196.297 km
278,Citroen C4 1.6 HDI ALU NAV LED,9.250 €,/auto-oglasi/19124939/citroen-c4-16-hdi-alu-nav-led?attp=p0_pv0_pc0_pl1_plv0,167.634 km
279,Citroen C4 1.6 HDI,2.200 €,/auto-oglasi/19675226/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,210.000 km
280,Citroen C4 1.6b.iz Ch,2.600 € + registracija,/auto-oglasi/19674652/citroen-c4-16biz-ch?attp=p0_pv0_pc0_pl1_plv0,215.150 km
281,Citroen C4,5.500 € + registracija,/auto-oglasi/19600495/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,190.432 km
282,Citroen C4,3.800 €,/auto-oglasi/19673060/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,222.398 km
283,Citroen C4 c4 (može zamena),2.150 €,/auto-oglasi/19673439/citroen-c4-c4?attp=p0_pv0_pc0_pl1_plv0,220.000 km
284,Citroen C4  (može zamena),6.400 €,/auto-oglasi/19673331/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,209.532 km
285,Citroen C4  (može zamena),5.600 € + registracija,/auto-oglasi/19673129/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,170.328 km
286,Citroen C4 Milenium,8.599 €,/auto-oglasi/19595062/citroen-c4-milenium?attp=p0_pv0_pc0_pl1_plv0,158.000 km
287,Citroen C4 1.6BlueHDI Millenium,9.650 € + registracija,/auto-oglasi/19595060/citroen-c4-16bluehdi-millenium?attp=p0_pv0_pc0_pl1_plv0,148.135 km
288,Citroen C4 1.4,2.350 € + registracija,/auto-oglasi/19110073/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,173.334 km
289,Citroen C4 1.6 hdi,2.100 €,/auto-oglasi/19670616/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,237.942 km
290,Citroen C4,2.790 2.590 €,/auto-oglasi/18699194/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,240.000 km
291,Citroen C4  (može zamena),2.450 €,/auto-oglasi/18845232/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,120.000 km
292,Citroen C4,2.599 €,/auto-oglasi/19590503/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,155.600 km
293,Citroen C4 1.6 SVAJCARSKA,3.550 € + registracija,/auto-oglasi/19504972/citroen-c4-16-svajcarska?attp=p0_pv0_pc0_pl1_plv0,199.220 km
294,Citroen C4 1.6hdi,2.600 2.400 €,/auto-oglasi/18967912/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,195.000 km
295,Citroen C4 1.6 HDI 100 LIVE,7.300 €,/auto-oglasi/18964259/citroen-c4-16-hdi-100-live?attp=p0_pv0_pc0_pl1_plv0,178.000 km
296,Citroen C4  (može zamena),2.500 €,/auto-oglasi/19473722/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,217.400 km
297,Citroen C4 1.4 B. PLIIN,3.400 € + registracija,/auto-oglasi/19591180/citroen-c4-14-b-pliin?attp=p0_pv0_pc0_pl1_plv0,157.000 km
298,Citroen C4 1.6 HDI,3.690 €,/auto-oglasi/19342283/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,229.590 km
299,Citroen C4,2.800 €,/auto-oglasi/19664124/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,205.000 km
300,Citroen C4 1.6hdi (može zamena),3.199 €,/auto-oglasi/19321168/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,210.000 km
301,Citroen C4  (može zamena),3.000 €,/auto-oglasi/16239326/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,219.023 km
302,Citroen C4 1.6 (može zamena),3.699 €,/auto-oglasi/18499106/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,168.373 km
303,Citroen C4 1.4 Vti 16 v (može zamena),5.500 €,/auto-oglasi/18146456/citroen-c4-14-vti-16-v?attp=p0_pv0_pc0_pl1_plv0,167.600 km
304,Citroen C4 1.6 HDI,2.699 €,/auto-oglasi/19662855/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,169.000 km
305,Citroen C4 1.6 HDi,2.590 € + registracija,/auto-oglasi/19441299/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,192.000 km
306,Citroen C4 2.0 HDI (može zamena),3.150 €,/auto-oglasi/19661286/citroen-c4-20-hdi?attp=p0_pv0_pc0_pl1_plv0,271.000 km
307,Citroen C4 1.4B-TNG,2.550 € + registracija,/auto-oglasi/19582972/citroen-c4-14b-tng?attp=p0_pv0_pc0_pl1_plv0,182.665 km
308,Citroen C4 1.6 HDI (može zamena),9.200 €,/auto-oglasi/19204097/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,160.243 km
309,Citroen C4 114000,8.400 €,/auto-oglasi/19172907/citroen-c4-114000?attp=p0_pv0_pc0_pl1_plv0,114.000 km
310,Citroen C4 1.6 HDI Business N1,11.500 €,/auto-oglasi/19660782/citroen-c4-16-hdi-business-n1?attp=p0_pv0_pc0_pl1_plv0,95.050 km
311,Citroen C4,2.500 €,/auto-oglasi/19660412/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,200.000 km
312,Citroen C4,2.750 €,/auto-oglasi/19502428/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,300.000 km
313,Citroen C4,6.500 €,/auto-oglasi/19658933/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,280.000 km
314,Citroen C4,2.400 €,/auto-oglasi/19521443/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,190.449 km
315,Citroen C4 1.6HDI,2.550 €,/auto-oglasi/19303042/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,260.000 km
316,Citroen C4 1.6HDI//ATTRACTION,8.499 €,/auto-oglasi/18276341/citroen-c4-16hdiattraction?attp=p0_pv0_pc0_pl1_plv0,147.381 km
317,"Citroen C4 1,6",2.400 €,/auto-oglasi/19658254/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,220.000 km
318,Citroen C4 1.6 HDi Millenium,7.850 €,/auto-oglasi/19656178/citroen-c4-16-hdi-millenium?attp=p0_pv0_pc0_pl1_plv0,182.450 km
319,Citroen C4 1.6,5.200 €,/auto-oglasi/19657988/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,225.000 km
320,Citroen C4 1.6 16V (može zamena),2.550 € + registracija,/auto-oglasi/19579377/citroen-c4-16-16v?attp=p0_pv0_pc0_pl1_plv0,209.042 km
321,Citroen C4 1.6 (može zamena),3.499 €,/auto-oglasi/18894839/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,129.240 km
322,Citroen C4 1.6 BLUE HDI,11.000 €,/auto-oglasi/19656998/citroen-c4-16-blue-hdi?attp=p0_pv0_pc0_pl1_plv0,172.300 km
323,Citroen C4,6.700 €,/auto-oglasi/19655159/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,117.892 km
324,Citroen C4 1.6 HDI,2.900 €,/auto-oglasi/19655128/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,251.000 km
325,Citroen C4  (može zamena),2.400 2.050 €,/auto-oglasi/19304477/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,250.000 km
326,Citroen C4,3.150 €,/auto-oglasi/19307087/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,256.000 km
327,Citroen C4 Exclusive (može zamena),2.700 €,/auto-oglasi/18654986/citroen-c4-exclusive?attp=p0_pv0_pc0_pl1_plv0,254.000 km
328,Citroen C4 C4 EXCLUSIVE,4.200 €,/auto-oglasi/19650869/citroen-c4-c4-exclusive?attp=p0_pv0_pc0_pl1_plv0,181.000 km
329,Citroen C4 1.6hdi,3.190 €,/auto-oglasi/19498891/citroen-c4-16hdi?attp=p0_pv0_pc0_pl1_plv0,274.500 km
330,Citroen C4,2.200 €,/auto-oglasi/19652006/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,141.000 km
331,"Citroen C4 1,6i 16v  VTR (može zamena)",2.600 €,/auto-oglasi/19335788/citroen-c4-16i-16v-vtr?attp=p0_pv0_pc0_pl1_plv0,141.000 km
332,Citroen C4 1.4i (može zamena),2.500 €,/auto-oglasi/19651821/citroen-c4-14i?attp=p0_pv0_pc0_pl1_plv0,1.000 km
333,"Citroen C4 1,6 HDI (može zamena)",2.800 €,/auto-oglasi/19482137/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,210.000 km
334,Citroen C4 2.0 HDI VTS (može zamena),2.500 €,/auto-oglasi/19648423/citroen-c4-20-hdi-vts?attp=p0_pv0_pc0_pl1_plv0,302.000 km
335,Citroen C4 1.6,2.200 €,/auto-oglasi/19646280/citroen-c4-16?attp=p0_pv0_pc0_pl1_plv0,251.000 km
336,Citroen C4 1.6 HDi,3.300 €,/auto-oglasi/19702751/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,195.120 km
337,Citroen C4 VTR (može zamena),2.350 €,/auto-oglasi/19641669/citroen-c4-vtr?attp=p0_pv0_pc0_pl1_plv0,197.000 km
338,Citroen C4 1.4,4.700 €,/auto-oglasi/19639032/citroen-c4-14?attp=p0_pv0_pc0_pl1_plv0,220.000 km
339,Citroen C4 VTR,2.300 €,/auto-oglasi/19505692/citroen-c4-vtr?attp=p0_pv0_pc0_pl1_plv0,240.000 km
340,Citroen C4 1.6 hdi 110 konja (može zamena),3.600 3.000 €,/auto-oglasi/17149428/citroen-c4-16-hdi-110-konja?attp=p0_pv0_pc0_pl1_plv0,198.000 km
341,Citroen C4 1.6 bluehdi,7.850 € + registracija,/auto-oglasi/19638185/citroen-c4-16-bluehdi?attp=p0_pv0_pc0_pl1_plv0,153.000 km
342,Citroen C4,2.850 €,/auto-oglasi/19638035/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,270.380 km
343,"Citroen C4 BlueHDI,Led",9.500 €,/auto-oglasi/18039870/citroen-c4-bluehdiled?attp=p0_pv0_pc0_pl1_plv0,218.000 km
344,Citroen C4 1.6 hdi,9.350 €,/auto-oglasi/19635094/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,160.000 km
345,Citroen C4 1.6 HDI,8.550 €,/auto-oglasi/18525643/citroen-c4-16-hdi?attp=p0_pv0_pc0_pl1_plv0,153.394 km
346,Citroen C4,2.900 €,/auto-oglasi/19634119/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,156.765 km
347,Citroen C4,3.000 €,/auto-oglasi/19633177/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,210.493 km
348,Citroen C4,4.900 €,/auto-oglasi/17968866/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,137.000 km
349,Citroen C4,2.990 €,/auto-oglasi/19629363/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,230.000 km
350,Citroen C4,9.540 €,/auto-oglasi/18965737/citroen-c4?attp=p0_pv0_pc0_pl1_plv0,122.500 km
351,Citroen C4 1.4 16v,2.500 €,/auto-oglasi/18822711/citroen-c4-14-16v?attp=p0_pv0_pc0_pl1_plv0,169.000 km
352,Citroen C4 vtr (može zamena),2.800 €,/auto-oglasi/19627656/citroen-c4-vtr?attp=p0_pv0_pc0_pl1_plv0,216.500 km
